field_path,observed_type,example_value_redacted,presence_count,benchmark,model_name,possible_semantic_role
$.steps[].bounding_boxes.{*}.clickable,bool,False,8918,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.clickable,bool,False,11731,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.clickable,bool,False,9228,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,5510,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,2248,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,3271,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,3559,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,1150,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,1044,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,802,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,4768,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,1327,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,1330,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,1788,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,9013,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,8918,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,11731,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.set_of_marks,bool,False,9228,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,5510,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,2248,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,3271,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,3559,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,0.42,1150,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,0.42,1044,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,0.42,802,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,4768,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,1327,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,1330,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,1788,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,9013,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,8918,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,11731,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].bounding_boxes.{*}.visibility,float,1.0,9228,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,31,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,7,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,5,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,5,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,4,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,3,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,3,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,14,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,3,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,3,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,4,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,8,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,7,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,9,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages,list,<list:3>,8,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,90,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,18,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,12,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,12,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,9,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,6,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,6,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,36,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,6,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,6,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,9,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,21,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,18,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,24,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[],dict,<dict:2>,21,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,30,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,6,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,4,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:1>,4,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,3,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,2,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,2,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,12,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,2,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,2,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:1>,3,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,7,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,6,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:2>,8,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content,list,<list:1>,7,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,60,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,12,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,8,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,8,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,6,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,4,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,4,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,24,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,4,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,4,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,6,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,14,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,12,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,16,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content,str,You are an agent trying to solve a web task based on the content of the page and…,14,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,60,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,12,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,8,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,4,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,6,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,4,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,4,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,24,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,4,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,4,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,3,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,14,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,12,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,16,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[],dict,<dict:2>,7,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,30,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,6,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,4,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,3,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,2,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,2,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,12,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,2,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,2,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,7,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,6,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url,dict,<dict:2>,8,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,30,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,6,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,4,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,3,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,2,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,2,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,12,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,2,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,2,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,7,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,6,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.detail,str,auto,8,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,30,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,6,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,4,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,3,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,2,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,2,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,12,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,2,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,2,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,7,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,6,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].image_url.url,str,REMOVED,8,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,30,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,6,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,4,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,4,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,3,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,2,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,2,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,12,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,2,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,2,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,3,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,7,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,6,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,8,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].text,str,# Instructions Review the current state of the page and all other information to…,7,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,60,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,12,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,8,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,4,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,6,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,4,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,4,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,24,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,4,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,4,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,3,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,14,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,12,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,16,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].content[].type,str,text,7,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,90,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,18,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,12,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,12,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,9,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,6,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,6,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,36,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,6,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,6,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,9,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,21,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,18,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,24,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].chat_messages[].role,str,system,21,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].extra_element_properties,dict,<dict:941>,31,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].extra_element_properties,dict,<dict:944>,7,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].extra_element_properties,dict,<dict:941>,5,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].extra_element_properties,dict,<dict:941>,5,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].extra_element_properties,dict,<dict:348>,4,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[].extra_element_properties,dict,<dict:348>,3,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[].extra_element_properties,dict,<dict:348>,3,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[].extra_element_properties,dict,<dict:440>,14,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
